Item,Mean,Var,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
85973:53,4.555555555555555,5.3580246913580245,[7.         3.33362712],[0.0007071067811865475  1.333482059426169],[7  5  7  4  3  6  1  1  7],[0.22222222 0.         0.11111111 0.11111111 0.11111111 0.11111111 0.33333333],"i mean that was one thing , that  came out of it, good or bad,"
94302:19,3.3,4.010000000000001,[1.79387186 5.33860932],[0.4765050954623699  0.8935077322078808],[1  5  2  6  1  2  2  4  7  3],[0.2 0.3 0.1 0.1 0.1 0.1 0.1],"well, get a towel or go  change."
98974:28,3.0,5.8,[5.69217268 1.15840681],[0.9690942324018135  0.2581812290084797],[1  1  1  4  7  7  2  1  5  1],[0.5 0.1 0.  0.1 0.1 0.  0.2],"when i only do something one, two or three times  i'm hardly an expert on it,"
111855:32,4.7,2.6100000000000003,[3.18483105 6.15918947],[0.2745175260792792  0.5649199423434903],[3  7  5  3  7  6  3  6  4  3],[0.  0.  0.4 0.1 0.1 0.2 0.2],"and my husband and i like  getting the salads or the lighter meals."
57817:48,4.8,3.7599999999999993,[6.00028588 2.00201482],[0.37783091381068884  0.5797735268777019],[1  6  5  6  6  3  2  7  6  6],[0.1 0.1 0.1 0.  0.1 0.5 0.1],"so i guess i've done probably, uh, i'd say seven or eight of them."
78975:34,1.5454545454545454,2.06611570247934,[1.1 6. ],[0.21213321286399262  0.0007071067811865475],[6  1  1  2  1  1  1  1  1  1  1],[0.81818182 0.09090909 0.         0.         0.         0.09090909 0.        ],"you know, i didn't know anything about bush or dukakis."
26474:25,4.222222222222222,6.172839506172839,[1.         5.83333191],[0.0007071067811865475  0.8579713536541044],[5  7  7  7  4  1  1  1  5],[0.33333333 0.         0.         0.11111111 0.22222222 0. 0.33333333],"in our parking lots, uh, two or three days ago i saw one of the new honda sports cars."
165868:35,3.6,3.04,[1.27833978 4.47547501],[0.31800537652597805  0.8096526713196018],[1  5  3  1  4  6  2  4  6  4],[0.2 0.1 0.1 0.3 0.1 0.2 0. ],"and they only have one set of recycling bins, one or two sets as opposed to a set at each of the dumpsters."
171201:237,2.9,1.69,[1.50130887 3.79228755],[0.373108609697219  0.5226374354777069],[1  2  1  2  4  3  5  4  3  4],[0.2 0.2 0.2 0.3 0.1 0.  0. ],"but a lot of time i-, a lot of cases, uh, is circumstantial evidence that, that  convicts a person, which i don't think  is all the time good. because sometimes it 's hard to get all the facts and to prove a person innocent, i mean prove a person guilty if you don't really know or you don't really have an eyewitness."
134703:78,4.083333333333333,5.076388888888889,[2.00183466 6.16351804],[0.5810087145781746  0.6394486163822365],[5  3  1  3  7  5  2  1  2  6  7  7],[0.16666667 0.16666667 0.16666667 0.         0.16666667 0.08333333 0.25      ],"and, uh, right now we're in a, uh, i guess it's  either a zero lot line or a garden home. which you might call it ."
170660:30,3.4,5.239999999999999,[4.99991503 1.        ],[1.0801908750594338  0.0007071067811865475],[3  4  7  1  5  7  4  1  1  1],[0.4 0.  0.1 0.2 0.1 0.  0.2],"and that's happened to me more than once or twice. jus-, just, just about every time i've went in somewhere ."
144355:73,3.6666666666666665,6.444444444444445,[2.00000037 7.        ],[0.8164974194069076  0.0007071067811865475],[3  4  2  7  1  1  1  7  7],[0.33333333 0.11111111 0.11111111 0.11111111 0.         0. 0.33333333],"uh, when they asked us did, did we want  to, uh, keep it the same or, uh, spend more, spend less , i think uh, i think right now what they're spending  is adequate. uh, my, for my personal opinion. uh, because i think it's something that 's going  to take them a while  to come up with a, uh, vaccine for ."
41788:38,3.0,2.8,[4.5999987 1.4000013],[0.3464138763169791  0.3464138763169792],[4  5  2  1  5  1  4  1  5  2],[0.3 0.2 0.  0.2 0.3 0.  0. ],"so i was always fighting against the idea of looking tailored or manish,"
29489:84,3.0,4.615384615384615,[2.05299328 6.32383403],[0.8880863221895623  0.7357500736451105],[2  5  7  4  1  7  4  3  2  1  1  1  1],[0.38461538 0.15384615 0.07692308 0.15384615 0.07692308 0. 0.15384615],"again  not having, uh, lived through another war, i don't know if that's a common thing that people thought of , or if that was a new concern with people."
146529:68,2.3,2.21,[1.         3.16622687],[0.0007071067811865475  0.9503006768551072],[1  1  3  2  3  2  6  1  1  3],[0.4 0.2 0.3 0.  0.  0.1 0. ],"i would find it  very difficult, uh, to, uh, place eit-, my father or my step-mother uh, in a place like that. particularly, since i know how they feel about it ."
14190:71,3.7777777777777777,6.617283950617284,[1.60022135 6.49940397],[0.5662792137322481  0.6134291514099932],[7  7  1  3  1  7  2  5  1],[0.33333333 0.11111111 0.11111111 0.         0.11111111 0. 0.33333333],"so, i guess we have the, the same reaction whether we came about it from the same place or not."
98975:26,1.5454545454545454,0.7933884297520662,[2.49961303 1.        ],[0.6125307424409363  0.0007071067811865475],[2  1  1  1  2  4  1  1  1  1  2],[0.63636364 0.27272727 0.         0.09090909 0.         0. 0.        ],"and most juries over a period of five or ten years you might sit on three."
116776:42,5.166666666666667,6.472222222222224,[6.55555556 1.        ],[0.6758628737987348  0.0007071067811865475],[7  7  1  1  7  4  6  1  7  7  7  7],[0.25       0.         0.         0.08333333 0.         0.08333333 0.58333333],"i, i mean i could have had that or a down payment on a new car."
91063:73,5.8,3.1599999999999997,[6.33333333 1.        ],[0.5773507022101693  0.0007071067811865475],[5  5  1  7  7  7  6  7  7  6],[0.1 0.  0.  0.  0.2 0.2 0.5],"in my, my, uh, father's family, we get together every year at a different location, either dallas or oklahoma city."
31347:55,5.818181818181818,4.330578512396695,[6.77777778 1.5       ],[0.2939732183148998  0.35355409769934765],[6  7  1  2  7  7  7  7  7  6  7],[0.09090909 0.09090909 0.         0.         0.         0.18181818 0.63636364],"well, my stepson, you know, i, he went into the navy or air force."
153376:44,1.9090909090909092,2.2644628099173554,[1.5 6. ],[0.5700881529100316  0.0007071067811865475],[3  3  1  1  1  6  1  1  1  2  1],[0.63636364 0.09090909 0.18181818 0.         0.         0.09090909 0.        ],"so frank, what, uh, type of, uh, budget do you or your family have ."
51672:30,1.8461538461538463,1.822485207100591,[1.5 6. ],[0.45643601231033804  0.0007071067811865475],[2  1  1  2  1  6  2  1  3  2  1  1  1],[0.53846154 0.30769231 0.07692308 0.         0.         0.07692308 0.        ],"do you have any l-, nieces or nephews then."
38666:43,2.909090909090909,4.991735537190083,[5.74992583 1.28570624],[0.5864152637372538  0.31943636527567104],[5  5  1  2  1  7  6  1  1  1  2],[0.45454545 0.18181818 0.         0.         0.18181818 0.09090909 0.09090909],"and then i, i get distracted , and, or have  to start on another one,"
106753:24,4.4,6.040000000000001,[6.33333322 1.49999998],[0.5270469697856606  0.3535540979384612],[7  1  6  6  7  5  2  7  1  2],[0.2 0.2 0.  0.  0.1 0.2 0.3],"did you have, uh, one coat or two."
173549:65,2.3333333333333335,5.111111111111111,[1.14285714 6.5       ],[0.24743684001360497  0.3535540976993477],[6  1  1  1  7  1  1  2  1],[0.66666667 0.11111111 0.         0.         0.         0.11111111 0.11111111],"of course, if he's fallen in love with drugs and there isn't anything but getting stoned or high is, is the only thing in life that  seems  to be meaningful, then maybe there is no hope."
99180:110,4.181818181818182,6.330578512396695,[6.80019526 2.00082166],[0.2827399909853065  0.7081980433856861],[7  6  7  1  7  2  2  2  7  4  1],[0.18181818 0.27272727 0.         0.09090909 0.         0.09090909 0.36363636],"and, and in the winter, you know, i just add a, maybe wear longer sleeve shirts than i do in the summer. and add a heavier jacket or, you know, wear jackets more  in the winter than i do in the summer."
62367:43,2.3636363636363638,1.8677685950413225,[1.43607611 3.98491673],[0.36142571049418387  0.5212502974271924],[2  1  4  5  2  2  1  1  1  3  4],[0.36363636 0.27272727 0.09090909 0.18181818 0.09090909 0. 0.        ],"but say, i think bangladesh  would have been a good example or some, some really desperate situation."
74049:29,3.1,4.289999999999999,[1.1818968  4.93070498],[0.27277403975318454  0.8305226845004079],[1  7  5  5  1  1  4  2  4  1],[0.4 0.1 0.  0.2 0.2 0.  0.1],"he used  to go back twice  or three times  a year, you know, because he missed it."
58315:64,3.7,4.21,[1.79987173 5.59721387],[0.2829140819221475  0.724340849203987],[2  5  1  2  6  7  2  4  6  2],[0.1 0.4 0.  0.1 0.1 0.2 0.1],"but human nature being such as it is, i would think it would take, probably, two or three years before people co-, could completely cut the cord."
159108:25,4.363636363636363,6.413223140495868,[1.85482836 6.5099462 ],[0.8762484110084665  0.5453140772544677],[7  7  1  6  5  1  7  2  4  7  1],[0.27272727 0.09090909 0.         0.09090909 0.09090909 0.09090909 0.36363636],"you know juries will decide the guilt or innocence,"
81410:24,2.75,4.6875,[7.         1.90000019],[0.0007071067811865475  0.8031195150441595],[2  1  7  1  4  2  2  1  4  1  1  7],[0.41666667 0.25       0.         0.16666667 0.         0. 0.16666667],"i've probably seen it about fifteen or twenty times."
62382:115,2.888888888888889,5.432098765432098,[1.33113506 5.99207315],[0.5256674299918094  0.5867892822136019],[1  3  1  1  7  6  5  1  1],[0.55555556 0.         0.11111111 0.         0.11111111 0.11111111 0.11111111],"there are people  now that  are obsolete point and fact just, just like endangered species of animals, so there are quote tribes of people, that  are endangered or obsolete."
102220:49,3.727272727272727,5.834710743801652,[1.67058657 6.20135533],[0.671289956583036  0.5290990798392579],[6  1  6  3  7  1  5  7  3  1  1],[0.36363636 0.         0.18181818 0.         0.09090909 0.18181818 0.18181818],"that sounds like not as recent social changes , too, like back to the sixties or fifties, i guess ."
154873:15,2.2,3.16,[1.66666667 7.        ],[0.5773507022101693  0.0007071067811865475],[3  3  1  1  1  1  1  2  2  7],[0.5 0.2 0.2 0.  0.  0.  0.1],"there's snow bird or alta."
151762:61,3.111111111111111,2.3209876543209877,[2.16668832 5.        ],[0.6346698899187319  0.0007071067811865475],[1  2  5  5  5  1  3  3  3],[0.22222222 0.11111111 0.33333333 0.         0.33333333 0. 0.        ],"it's burned  so completely, that you don't have any, uh, nitrous oxides, uh, or oxides of nitrogen, uh, to, uh, form  because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out before long it's gone ."
139294:19,3.5384615384615383,4.094674556213018,[1.79923298 5.33582976],[0.42704466581476  0.8923945874876442],[2  1  2  5  7  5  5  2  3  2  4  1  7],[0.15384615 0.30769231 0.07692308 0.07692308 0.23076923 0. 0.15384615],"i was just probably three or four years,"
150670:77,4.1,3.29,[5.30456046 2.49636033],[0.8790439207259814  0.7447183122189557],[7  5  1  3  2  4  6  3  6  4],[0.1 0.1 0.2 0.2 0.1 0.2 0.1],"well, i remember back during the, uh, during the war, everyone here at work always had the radio or the t v on, because that, they were going constantly with that stuff."
20016:38,3.9,5.890000000000001,[1.59998293 6.19981706],[0.34641334664384643  0.6930834268344915],[2  7  7  2  2  7  1  5  5  1],[0.2 0.3 0.  0.  0.2 0.  0.3],"well, see i, i am debating whether or not i want  to go  see the movie after  having read the book."
136285:25,3.909090909090909,3.355371900826446,[2.87102885 6.1053241 ],[0.8261241265821471  0.48126317237815297],[4  3  3  2  7  6  2  1  4  5  6],[0.09090909 0.18181818 0.18181818 0.18181818 0.09090909 0.18181818 0.09090909],"been pulling them up, huh, or just loosening them until the rain came in."
96977:21,3.5,6.65,[1.49982375 6.49903487],[0.540096792110968  0.6137390512166656],[7  2  1  3  5  1  1  7  7  1],[0.4 0.1 0.1 0.  0.1 0.  0.3],"but i probably talked to seven or eight people."
60245:66,2.3,4.609999999999999,[1.25 6.5 ],[0.3061870343433895  0.35355409769934765],[1  2  1  1  1  1  7  2  6  1],[0.6 0.2 0.  0.  0.  0.1 0.1],"but i think that for me, well, my husband just has completely nixed the idea of having a dog or a cat."
135677:7,4.5,4.05,[2.25812088 5.99936412],[0.5960876371100183  0.5804619915359047],[7  3  2  6  1  5  3  6  7  5],[0.1 0.1 0.2 0.  0.2 0.2 0.2],"saturday or sunday they were saying ,"
18011:37,3.7777777777777777,8.395061728395062,[1.2 7. ],[0.2828435963567144  0.0007071067811865475],[1  7  2  1  7  1  1  7  7],[0.44444444 0.11111111 0.         0.         0.         0. 0.44444444],"i don't know if he's still on any more or not,"
173455:167,3.2,4.5600000000000005,[5.92127509 2.01666447],[0.6581744097540461  0.8791159446971137],[3  5  1  7  1  1  3  1  4  6],[0.4 0.  0.2 0.1 0.1 0.1 0.1],"and they, uh, they, i think , extend beyond the normal, uh, appeal process. uh, you know, and just drag these, this guy, uh, his, his, uh, ultimate, uh, demise out for ten or fifteen years."
118424:62,3.0,4.0,[4.59996666 1.        ],[0.8485598641323105  0.0007071067811865475],[4  4  7  4  1  4  1  1  1],[0.44444444 0.         0.         0.44444444 0.         0. 0.11111111],"and altog-, all total, it  was just under two hundred dollars, believe it or not, to get all that done ."
9072:53,3.888888888888889,5.209876543209877,[6.2535737  2.00884587],[0.5864214382158282  0.6422230192180131],[6  3  7  2  3  1  7  1  5],[0.22222222 0.11111111 0.22222222 0.         0.11111111 0.11111111 0.22222222],"well, i was just going  to say, it's a little over six or seven minutes."
93126:89,5.2,1.36,[4.75006838 7.        ],[0.5863590893673868  0.0007071067811865475],[5  3  5  6  5  7  7  4  5  5],[0.  0.  0.1 0.1 0.5 0.1 0.2],"and i thought what are you complaining about , when you're only going  to get picked  up once a month, you know, or once a week."
169798:47,1.9,3.2900000000000005,[1.33333333 7.        ],[0.47140505112081915  0.0007071067811865475],[1  1  1  2  7  3  1  1  1  1],[0.7 0.1 0.1 0.  0.  0.  0.1],"if someone was out  to get you, i think that a company or a boss could use this."
84098:36,3.3333333333333335,4.0,[2.00000003 6.        ],[0.577350752166159  0.0007071067811865475],[3  1  2  1  2  6  6  3  6],[0.22222222 0.22222222 0.22222222 0.         0.         0.33333333 0.        ],"are you one of these, uh, howard garrett, organic enthusiasts or a, neil sperry, nuke the lawn with chemicals."
90727:39,1.9,3.09,[1.33333333 7.        ],[0.33333408333248954  0.0007071067811865475],[2  1  1  1  7  1  2  1  1  2],[0.6 0.3 0.  0.  0.  0.  0.1],"and i have a problem when they compare the kids in japan or germany to the kids here ."
152813:245,2.8,1.56,[1.41295827 3.46743453],[0.3596041098454268  0.6383505630937116],[4  3  1  2  3  4  3  1  5  2],[0.2 0.2 0.3 0.2 0.1 0.  0. ],"also, also i have the observation  of, uh, with the press is that, like any any stories that i had any first hand knowledge of  that i see  in the press, you know, which  only happened like ten times in my life you know first thing you know for anything of you know or anything that  actually had, had more than just a blurb about it. that the press has managed  to just mess up some aspect of the story"
73690:19,3.1,2.0899999999999994,[1.7650965  4.34881768],[0.5245990309100829  0.3896864977593135],[2  1  1  3  4  2  4  5  5  4],[0.2 0.2 0.1 0.3 0.2 0.  0. ],"i didn't want a brother or sister."
119572:54,4.2,3.7600000000000002,[1.99853641 5.66359198],[0.4999711011667681  0.5306738545306379],[2  5  5  2  6  5  6  1  3  7],[0.1 0.2 0.1 0.  0.3 0.2 0.1],"i said, well, i can tell them how to fish with a minnow  or how to fish with a worm ."
14163:45,3.090909090909091,4.082644628099174,[1.65125819 5.27002998],[0.46732801556580317  0.9261305037131083],[1  1  4  1  2  2  3  6  5  7  2],[0.27272727 0.27272727 0.09090909 0.09090909 0.09090909 0.09090909 0.09090909],"they're, maybe they're a little more efficient, or have more to do  over that same time frame."
132428:45,3.1,5.289999999999999,[5.71017764 1.31685564],[0.6266909600742874  0.5163998576469042],[7  1  1  3  5  1  1  6  5  1],[0.5 0.  0.1 0.  0.2 0.1 0.1],"and, uh, it does going  to start whether you are there or not."
56764:49,2.5,3.05,[1.42842284 4.99811399],[0.3499194340574362  0.579623348664116],[2  1  4  1  2  6  5  1  1  2],[0.4 0.3 0.  0.1 0.1 0.1 0. ],"um, it's a problem if those voting don't represent the population demographically, or in terms of their opinions."
73050:45,2.6666666666666665,4.000000000000001,[1.33333152 5.33329933],[0.5270570456038245  0.33339502116096553],[1  5  6  1  1  1  3  5  1],[0.55555556 0.         0.11111111 0.         0.22222222 0.11111111 0.        ],"especially, you know, if you catch yourself  short on cash or if you're on vacation, it 's just easier to put everything on a card."
87739:34,2.8333333333333335,3.805555555555556,[2.10435971 6.5025889 ],[0.8080042380200182  0.35357736547144963],[4  3  7  2  4  1  2  2  6  1  1  1],[0.33333333 0.25       0.08333333 0.16666667 0.         0.08333333 0.08333333],"although she, herself, had never really accepted jesus or gone through any of the other, uh, christian, uh, portions of, of the faith, repentance, baptisms, et cetera, et cetera. she had always felt a very strong, uh, leaning in this direction."
43671:48,3.5,4.65,[6.66666668 2.14285717],[0.3333340801710956  0.4517545699621389],[6  3  2  2  7  2  2  3  7  1],[0.1 0.4 0.2 0.  0.  0.1 0.2],"it 's hard to find movies that  aren't terrible violent or terribly bunch of sex going on anymore."
110794:66,2.6666666666666665,3.1111111111111116,[1.         3.49953573],[0.0007071067811865475  1.1366650883542295],[7  3  1  3  3  2  1  3  1],[0.33333333 0.11111111 0.44444444 0.         0.         0. 0.11111111],"even though teachers have other kids lives in their hands, and if they come in  stoned or they come in  drunk."
83845:40,3.4,5.839999999999999,[1.49999967 6.24999583],[0.35355409795023107  0.5863096735993336],[7  2  2  2  5  1  1  7  6  1],[0.3 0.3 0.  0.  0.1 0.1 0.2],"how did you put that many miles on it, in, four or five years ."
1433:51,2.6,3.6399999999999997,[1.42835799 5.3302712 ],[0.3499160197884024  0.6702039195317939],[2  1  4  1  1  2  6  1  6  2],[0.4 0.3 0.  0.1 0.  0.2 0. ],"i mean people will just look at you as a person and not as a man or a woman,"
17818:24,4.222222222222222,5.061728395061729,[5.66000836 1.33103646],[0.788879621450934  0.33275597118089856],[4  5  7  7  1  5  1  6  2],[0.22222222 0.11111111 0.         0.11111111 0.22222222 0.11111111 0.22222222],"i usually only go about a mile or two."
118023:57,6.9,0.09,[7. 6.],[0.0007071067811865475  0.0007071067811865475],[7  7  6  7  7  7  7  7  7  7],[0.  0.  0.  0.  0.  0.1 0.9],"and i told my husband , i said , you know, it's either me or the dog,"
152800:99,5.222222222222222,3.0617283950617282,[5.74999997 1.        ],[0.6846536104955386  0.0007071067811865475],[6  4  6  7  7  6  1  5  5],[0.11111111 0.         0.         0.11111111 0.22222222 0.33333333 0.22222222],"and you know it's, it's more like the news shows is now is now you know an entertainment show like a sitcom or like the news, because they would always have like the wonderful investigative reports, you know, is your kid's bus driver smoking crack, on the way to school, you know."
139625:23,2.6363636363636362,4.776859504132231,[1.37361859 5.99320149],[0.49119718467331985  0.5854563763515849],[1  6  5  1  1  2  7  1  3  1  1],[0.54545455 0.09090909 0.09090909 0.         0.09090909 0.09090909 0.09090909],"put in garlic and onion powder or chopped onions if you want  to do that, you know. what ever, however much effort you feel like  putting  into it."
145001:59,2.0,1.4,[1.66666669 5.        ],[0.4714050827433923  0.0007071067811865475],[2  2  2  1  1  1  1  5  3  2],[0.4 0.4 0.1 0.  0.1 0.  0. ],"but there's still a, an, an inequality in the work forces or jobs."
14253:43,2.0,2.0,[1.55555556 6.        ],[0.35136489597490633  0.0007071067811865475],[6  2  1  2  2  2  1  1  1  2],[0.4 0.5 0.  0.  0.  0.1 0. ],"i wondered if it would help you sometimes fill in the gaps or recognize discrepancies that other people, people like myself might not pick up on ."
132536:65,3.4444444444444446,5.802469135802469,[1.3998134  5.99939034],[0.5656717916604878  0.5008981258729334],[1  6  1  3  6  5  1  1  7],[0.44444444 0.         0.11111111 0.         0.11111111 0.22222222 0.11111111],"i remember every time, it seems like, we turned around , they're adding another nickel or a few more cents onto the price of gasoline."
168860:102,4.2727272727272725,6.561983471074379,[1.60040962 6.50007376],[0.5663118430988933  0.5401201959449438],[5  3  6  1  1  1  2  7  7  7  7],[0.27272727 0.09090909 0.09090909 0.         0.09090909 0.09090909 0.36363636],"wel-, i guess it kind of borders on where, i mean what do you value  more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people."
110930:97,2.5,3.4166666666666665,[4.99974219 1.24996781],[0.5003656957213467  0.3061739027400085],[2  1  1  5  4  6  1  1  5  2  1  1],[0.5        0.16666667 0.         0.08333333 0.16666667 0.08333333 0.        ],"we go from regular kind of spring clothes regular kind of fall clothes pregnant clothes, clothes that  are in between where you're not down to regular size yet or you're on your way up from regular size."
113850:99,3.1818181818181817,5.239669421487604,[5.96776679 1.56267858],[0.7367632783932487  0.5106172039059463],[5  1  7  1  7  1  3  1  2  5  2],[0.36363636 0.18181818 0.09090909 0.         0.18181818 0. 0.18181818],"if they were  to take half of what they spend  on that and put it on some economic, you know, inter-, intergovernmental or inter united states like programs that one really might."
157389:42,4.111111111111111,6.987654320987654,[7.  1.8],[0.0007071067811865475  0.5291507346688454],[7  2  7  7  3  7  2  1  1],[0.22222222 0.22222222 0.11111111 0.         0.         0. 0.44444444],"and basically, uh, we were going  to be paying seventy or eighty percent tax."
20511:22,4.125,6.109375,[6.50000049 1.75000417],[0.35355409795013615  0.5863096736048502],[2  7  7  1  1  6  6  3],[0.25  0.125 0.125 0.    0.    0.25  0.25 ],"well, we just started two or three weeks ago."
14012:39,3.0,3.4,[3.85680454 1.        ],[1.0974619831327366  0.0007071067811865475],[3  2  5  1  3  7  4  1  3  1],[0.3 0.1 0.3 0.1 0.1 0.  0.1],"you know, kids seem like when they get ten or twelve years old  they fall out of that,"
124492:25,3.75,5.4375,[5.99999974 1.49999997],[0.5000010085099091  0.3535540978860883],[2  6  1  2  5  6  7  1],[0.25  0.25  0.    0.    0.125 0.25  0.125],"there's was twins  there, or, you know skip williams."
48229:108,4.333333333333333,6.0,[1.75124903 6.40015322],[0.58806878321263  0.565952103134992],[5  2  7  7  1  1  7  6  3],[0.22222222 0.11111111 0.11111111 0.         0.11111111 0.11111111 0.33333333],"well, on a scale of one to ten, uh, being  ten, no, kind of legislation and zero being, uh, total ban, i probably would lean more towards six or seven."
150084:23,3.7,2.41,[4.78787106 1.98196295],[0.5252876132158821  0.5117879615832782],[4  2  3  5  4  5  2  1  5  6],[0.1 0.2 0.1 0.2 0.3 0.1 0. ],"i think they test four or five a day,  actually exploding the air bags"
19308:17,5.666666666666667,5.111111111111112,[6.85714286 1.5       ],[0.24743684001360494  0.3535540976993477],[2  7  6  7  7  1  7  7  7],[0.11111111 0.11111111 0.         0.         0.         0.11111111 0.66666667],"will there be a union or not."
9568:46,2.5,3.85,[1.28541161 5.32997228],[0.31933758126846273  0.6705379345442117],[1  6  4  1  1  2  2  1  1  6],[0.5 0.2 0.  0.1 0.  0.2 0. ],"i think i've actually seen a number of star treks, one way or another over the years. uh, although i never watched it regularly."
68173:145,2.3076923076923075,3.7514792899408276,[1.29994762 5.66573917],[0.3240216381094455  0.6678605276367234],[2  1  1  5  1  2  2  1  1  5  1  1  7],[0.53846154 0.23076923 0.         0.         0.15384615 0. 0.07692308],"but, uh, i, i myself am in favor of it, uh, particularly for, uh, well i think texas has a good, good law. uh, crimes, murders related with, uh, drugs or killing a policemen."
27042:33,5.4,3.44,[5.88888792 1.        ],[0.8461986253667958  0.0007071067811865475],[1  6  7  6  7  7  4  4  5  7],[0.1 0.  0.  0.2 0.1 0.2 0.4],"and you don't know if you were reaching them or not."
14292:63,4.1,4.090000000000001,[5.66665616 1.74999893],[0.5270642813806496  0.30618747190832385],[2  6  6  1  7  5  2  2  5  5],[0.1 0.3 0.  0.  0.3 0.2 0.1],"um, and it's one of those that i can ei-, read either an article or a couple of pages of those brief excerpts in the time frame that i'm going  to spend  in there ."
163926:23,5.375,4.234375,[7.         3.75034743],[0.0007071067811865475  1.2625944096410824],[7  7  7  4  1  7  6  4],[0.125 0.    0.    0.25  0.    0.125 0.5  ],"you going  to get ten or fifteen bucks for it."
20160:209,2.3,2.6099999999999994,[1.        3.5996944],[0.0007071067811865475  0.9593172568582498],[3  3  2  1  1  4  6  1  1  1],[0.5 0.1 0.2 0.1 0.  0.1 0. ],"i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think  it, it would bring in a lot of, uh, people that  are, run  out of other countries or in trouble in, in other countries."
91064:123,5.2,3.96,[6.12499812 1.49999909],[0.5519889007759924  0.35355409791299514],[6  5  5  2  7  6  7  7  6  1],[0.1 0.1 0.  0.  0.2 0.3 0.3],"they had chosen santa barbara, california for this summer and, and did not get enough people that  were willing  to go that far, because most of us live either in the midwest, or like in the texas, oklahoma area."
1265:65,3.0,4.8,[1.         4.99997869],[0.0007071067811865475  0.8944489159660135],[5  3  7  5  1  1  1  1  5  1],[0.5 0.  0.1 0.  0.3 0.  0.1],"i should have, i guess i should make another one that  says religious or otherwise, cause i still get,"
176508:24,3.0,4.4,[5.99752707 1.71387063],[0.5803525699478813  0.4947319287854232],[3  2  1  1  7  2  6  1  2  5],[0.3 0.3 0.1 0.  0.1 0.1 0.1],"i think it takes about three or four times before it gets easy."
50680:36,3.0,4.0,[1.66675386 5.66670113],[0.5271778567966604  0.3333261252936857],[2  1  6  6  1  1  3  2  5],[0.33333333 0.22222222 0.11111111 0.         0.11111111 0.22222222 0.        ],"what do you think  about the, uh, peace corps or public service commitment."
104373:17,3.909090909090909,3.537190082644628,[4.78319711 1.28201308],[0.8904462914213515  0.3194828329240777],[4  5  4  1  3  5  1  5  2  7  6],[0.18181818 0.09090909 0.09090909 0.18181818 0.27272727 0.09090909 0.09090909],"and you got a nickel or dime, which in that time  was a lot of money, when you returned them ."
150475:29,4.777777777777778,4.617283950617284,[5.85714286 1.        ],[0.5890155142941709  0.0007071067811865475],[7  5  1  5  6  6  5  1  7],[0.22222222 0.         0.         0.         0.33333333 0.22222222 0.22222222],"i mean, it would only take three or four days."
9346:23,4.5,2.85,[2.50001413 5.83333647],[0.3535780684913072  0.26352210173509943],[3  3  2  2  6  6  6  6  5  6],[0.  0.2 0.2 0.  0.1 0.5 0. ],"well i remember last year, or the year before,, uh, we had ice and snow, uh, uh,"
3218:18,1.4444444444444444,0.691358024691358,[1. 3.],[0.0007071067811865475  0.0007071067811865475],[1  3  1  1  3  1  1  1  1],[0.77777778 0.         0.22222222 0.         0.         0. 0.        ],"i listen to heavy metal or classic rock."
168929:25,4.222222222222222,4.17283950617284,[3.13235137 6.71541054],[1.0004650853321184  0.3208831756198829],[1  3  6  4  2  5  7  7  3],[0.11111111 0.11111111 0.22222222 0.11111111 0.11111111 0.11111111 0.22222222],"either you have, uh, military service or some sort of alternative, nonmilitary service for a few years."
43673:83,3.3,2.0100000000000002,[2.00510386 4.59495863],[0.455659665799552  0.3543111064023727],[2  1  4  3  2  5  4  2  5  5],[0.1 0.3 0.1 0.2 0.3 0.  0. ],"i just go  to be entertained  and and not really interested in some of the, like the terminator or some of the schwarzenegger stuff."
99369:72,3.0,5.111111111111111,[1.49901373 5.99581689],[0.539627268743136  0.5823978614789904],[3  7  2  1  1  1  1  6  5],[0.44444444 0.11111111 0.11111111 0.         0.11111111 0.11111111 0.11111111],"i, i don't think we should be spending time  saying somebody's wearing torn clothing or wearing sh-, too shorts, too short."
55955:33,3.0,4.25,[1.         4.19966995],[0.0007071067811865475  1.2167069831162172],[1  3  4  1  2  7  5  1],[0.375 0.125 0.125 0.125 0.125 0.    0.125],"it might not be the same neighborhood, but the same city or county, because then you're, you're coming in contact with it."
93046:25,5.8,0.9600000000000002,[6.49038387 4.77944752],[0.370832792291112  0.3364861453606576],[5  7  6  5  6  5  4  7  6  7],[0.  0.  0.  0.1 0.3 0.3 0.3],"see, it have been like nineteen sixty-seven or sixty-eight,, um,"
50849:39,4.181818181818182,5.966942148760331,[5.841662   1.24508402],[0.8959041489192485  0.30415363198294226],[7  2  4  1  4  7  6  7  6  1  1],[0.27272727 0.09090909 0.         0.18181818 0.         0.18181818 0.27272727],"i don't know if it's a government run   or if it's a private   charity that 's put it together."
109324:31,3.909090909090909,8.264462809917356,[7.         1.33333333],[0.0007071067811865475  0.5270467510361709],[3  1  7  1  7  1  1  1  7  7  7],[0.45454545 0.         0.09090909 0.         0.         0. 0.45454545],"i don't know if those are still available or not,"
