Item,Mean,Var,Alpha,Beta,Params,Raw_Distrib,Discrete_Distrib,Sentence
38666:43,0.4477777777777777,0.08312839506172838,0.46698039284582626,0.4144806353732019,(0.46698039284582626  0.4144806353732019),[0.53  0.21  0.21  0.15  0.6  0.75  0.73  0.01  0.84],[0.11111111 0.33333333 0.         0.11111111 0.11111111 0.33333333 0.        ],"and then i, i get distracted , and, or have  to start on another one,"
47341:85,0.5933333333333333,0.09973333333333334,0.46307853342703753,0.3773011264577249,(0.46307853342703753  0.3773011264577249),[0.86  0.6  0.26  0.22  0.92  0.86  0.12  1.0  0.5],[0.11111111 0.22222222 0.         0.11111111 0.11111111 0. 0.44444444],"but i don't think i ever see it except when i go  get out of the city and go  camping in the desert or in, in the mountains ."
28170:152,0.581111111111111,0.08465432098765431,1.8717900194893353,0.8474499300125604,(1.8717900194893353  0.8474499300125604),[0.76  0.02  0.99  0.34  0.5  0.88  0.7  0.71  0.33],[0.11111111 0.         0.22222222 0.11111111 0.22222222 0.11111111 0.22222222],"because if he saw mom doing only that you know, all the time he was growing up  then it 's hard to think of it in that, other, uh, that i should do it or just to think about doing it rather than having someone tell him to do it."
130040:62,0.62,0.10211111111111111,0.199159213870032,0.09884331234898325,(0.199159213870032  0.09884331234898325),[0.75  0.32  0.87  0.1  0.12  0.93  0.85  0.81  0.83],[0.22222222 0.         0.11111111 0.         0.         0.44444444 0.22222222],"well, i found out after  washing out many a peanut butter jar that they're not a recycling number one or two."
37770:39,0.42666666666666664,0.10713333333333333,0.6505848701185191,0.7639702765060605,(0.6505848701185191  0.7639702765060605),[0.97  0.6  0.21  0.07  0.09  0.57  0.02  0.48  0.83],[0.33333333 0.11111111 0.         0.22222222 0.11111111 0.11111111 0.11111111],"but i wouldn't want  to go  teach high school or junior high,"
26907:20,0.1777777777777778,0.0796395061728395,0.03990560188796123,0.2307868364519295,(0.03990560188796123  0.2307868364519295),[0.96  0.14  0.0  0.06  0.2  0.09  0.05  0.03  0.07],[0.66666667 0.11111111 0.         0.         0.         0. 0.11111111],"did you teach in all subjects or in all grade levels."
128512:74,0.5933333333333333,0.09548888888888889,0.5622289492244026,0.5538246047630614,(0.5622289492244026  0.5538246047630614),[0.19  0.62  1.0  0.61  0.52  1.0  0.28  0.2  0.92],[0.         0.33333333 0.         0.11111111 0.22222222 0. 0.33333333],"it's a, like it's something you either just really want  to do  it or you can't talk anyone into  it."
162850:90,0.4088888888888889,0.16198765432098763,0.09566051995753022,0.15198557220011083,(0.09566051995753022  0.15198557220011083),[0.18  0.11  0.98  0.28  0.92  0.18  0.02  1.0  0.01],[0.33333333 0.33333333 0.         0.         0.         0. 0.33333333],"and you, and you don't always even know if it's, it's going  to be the right place or not."
170974:61,0.27684210526315794,0.09446371191135734,0.699806841674034,1.2277754238339451,(0.699806841674034  1.2277754238339451),[0.36  0.0  0.0  0.8  0.03  0.4  0.33  0.0  0.2  0.01  0.95  0.56  0.0  0.43  0.36  0.0  0.0  0.8  0.03],[0.15789474 0.05263158 0.21052632 0.10526316 0.         0.10526316 0.05263158],"and so i'm just grateful that we don't have  to worry so much about my working or not."
147989:35,0.32000000000000006,0.1454888888888889,0.052024049641395724,0.10710847529943593,(0.052024049641395724  0.10710847529943593),[0.1  0.04  0.78  0.8  0.02  0.07  0.07  0.98  0.02],[0.66666667 0.         0.         0.         0.         0.22222222 0.11111111],"so, i get  to go to at least four or five concerts a year."
165670:54,0.5177777777777778,0.1067283950617284,0.7090634612010986,0.6694536698365672,(0.7090634612010986  0.6694536698365672),[0.48  1.0  0.12  0.62  0.13  0.9  0.08  0.55  0.78],[0.33333333 0.         0.         0.22222222 0.11111111 0.11111111 0.22222222],"uh, yet i don't know wh-, whether i would buy saturn or not at this point."
35654:67,0.6866666666666668,0.042711111111111116,0.6489898311221612,0.43153044912778216,(0.6489898311221612  0.43153044912778216),[0.71  0.75  0.48  0.75  0.92  0.42  0.94  0.35  0.86],[0.         0.         0.22222222 0.11111111 0.11111111 0.22222222 0.33333333],"but, you know, that's a sign that i'm going  to have  to do something sooner or later."
172843:32,0.5633333333333334,0.19557777777777777,0.15728249131717145,0.11964116551539615,(0.15728249131717145  0.11964116551539615),[0.32  0.98  0.01  0.01  1.0  0.98  0.77  1.0  0.0],[0.22222222 0.         0.11111111 0.         0.         0.11111111 0.44444444],"i'm, i'm five or six mumblex years before i'm eligible  to retire"
26538:60,0.2755555555555556,0.03500246913580247,1.0072627086815058,0.8583012883835763,(1.0072627086815058  0.8583012883835763),[0.42  0.19  0.0  0.55  0.34  0.28  0.02  0.51  0.17],[0.11111111 0.33333333 0.22222222 0.22222222 0.         0. 0.        ],"we won't, we don't, we won't get the recorder or the, uh, system to shut us off, uh, tonight."
59808:31,0.2644444444444444,0.0694246913580247,0.4570026498735372,0.31340516254995665,(0.4570026498735372  0.31340516254995665),[0.65  0.13  0.01  0.35  0.0  0.21  0.78  0.19  0.06],[0.33333333 0.22222222 0.11111111 0.         0.11111111 0.11111111 0.        ],"in defense of myself, defense of my family or defense of my friends i can blow somebody a way in a heart beat. even, even more so when it comes to my, my wife and son ."
107841:9,0.6877777777777777,0.1421283950617284,0.31087831713142183,0.12332961198698342,(0.31087831713142183  0.12332961198698342),[0.99  0.83  0.01  0.92  0.62  0.02  0.99  0.81  1.0],[0.22222222 0.         0.         0.         0.11111111 0.22222222 0.44444444],"right or wrong i'm going  to cast a ballot"
55620:26,0.32666666666666666,0.11351111111111109,0.20419936238343556,0.48381815393364036,(0.20419936238343556  0.48381815393364036),[0.32  0.29  0.99  0.03  0.0  0.18  0.86  0.19  0.08],[0.22222222 0.22222222 0.22222222 0.         0.         0. 0.22222222],"because no matter what i did  or how i did it , i invariably got myself wet."
107454:21,0.5233333333333333,0.159,0.18330611277978848,0.1902441194818945,(0.18330611277978848  0.1902441194818945),[0.3  0.39  0.07  0.1  1.0  0.95  0.98  0.88  0.04],[0.33333333 0.         0.22222222 0.         0.         0. 0.44444444],"and sometimes you might have two or three."
41788:38,0.515,0.1311375,0.4937016972132844,0.49614333327604987,(0.4937016972132844  0.49614333327604987),[0.35  0.18  0.32  0.74  0.06  0.03  0.66  0.01  0.91  0.53  0.99  0.13  0.43  0.97  1.0  0.93],[0.25   0.0625 0.125  0.125  0.0625 0.0625 0.3125],"so i was always fighting against the idea of looking tailored or manish,"
112125:26,0.3111111111111111,0.10500987654320987,0.6420939174418234,1.0254510424567949,(0.6420939174418234  1.0254510424567949),[0.13  0.03  0.33  0.63  0.06  0.08  0.99  0.0  0.55],[0.44444444 0.         0.11111111 0.11111111 0.11111111 0. 0.11111111],"and i was just seeing in the newspaper or the grocery store that some miss america was abused  by the man she loved"
163718:34,0.5155555555555555,0.15378024691358025,0.11611941040704435,0.09286993848807899,(0.11611941040704435  0.09286993848807899),[0.0  0.04  0.88  0.83  0.82  0.24  0.96  0.81  0.06],[0.22222222 0.11111111 0.         0.         0.         0.33333333 0.22222222],"but they're not in it  to say anything or give a message which  is what they were do-,"
82982:71,0.29444444444444445,0.08484691358024692,0.22845376755400493,0.3998372440543919,(0.22845376755400493  0.3998372440543919),[0.21  0.15  0.01  0.07  0.51  0.0  0.79  0.16  0.75],[0.22222222 0.33333333 0.         0.11111111 0.         0.22222222 0.        ],"and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care."
134049:25,0.2942105263157895,0.06810858725761773,0.5424936392633675,2.183227081719342,(0.5424936392633675  2.183227081719342),[0.66  0.01  0.0  0.11  0.22  0.53  0.88  0.18  0.48  0.46  0.5  0.35  0.0  0.21  0.66  0.01  0.0  0.11  0.22],[0.21052632 0.21052632 0.05263158 0.21052632 0.10526316 0. 0.05263158],"i think i've bought one or two new cars in my life,"
96679:72,0.14,0.02999999999999999,0.1317307195563274,0.6404005456529972,(0.1317307195563274  0.6404005456529972),[0.14  0.07  0.6  0.15  0.04  0.19  0.02  0.02  0.03],[0.66666667 0.22222222 0.         0.         0.11111111 0. 0.        ],"so, i was in a lot of classes where, uh, there, i was either the only girl or, you know, one of just a very, few women in the class ."
76699:90,0.3511111111111111,0.07560987654320989,0.5702650389165376,0.6844913826662925,(0.5702650389165376  0.6844913826662925),[0.31  0.71  0.06  0.55  0.2  0.02  0.19  0.26  0.86],[0.22222222 0.33333333 0.11111111 0.11111111 0.11111111 0. 0.11111111],"if we see a child that we have any reason, that 's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around. we've, there are certain things to do ."
54703:34,0.8022222222222222,0.04575061728395061,1.5266768591616595,0.5169947214683104,(1.5266768591616595  0.5169947214683104),[0.98  0.7  0.9  0.71  0.98  0.33  0.98  0.64  1.0],[0.         0.         0.11111111 0.         0.33333333 0. 0.55555556],"and i think it was like a three hour movie or two and a half hours,"
128813:122,0.6633333333333334,0.02751111111111111,1.7916996211662601,0.59751342405059,(1.7916996211662601  0.59751342405059),[0.78  0.72  0.54  0.67  0.78  0.58  0.86  0.28  0.76],[0.         0.11111111 0.         0.11111111 0.22222222 0.44444444 0.11111111],"if they're used to the northern weather then the southern weather they might kind of feel like they need  to go out and play all the time, not be in  studying. if you're in florida or california."
86950:15,0.11444444444444445,0.04644691358024691,0.05567197171165711,0.36327938552899275,(0.05567197171165711  0.36327938552899275),[0.02  0.01  0.0  0.01  0.2  0.7  0.02  0.0  0.07],[0.55555556 0.11111111 0.         0.         0.11111111 0. 0.        ],"but, the legal person or lawful person should not be penalized  because there is the criminal element."
143964:138,0.461111111111111,0.05885432098765432,0.6530779520429395,1.144110588094654,(0.6530779520429395  1.144110588094654),[0.01  0.89  0.66  0.25  0.4  0.32  0.64  0.47  0.51],[0.11111111 0.11111111 0.22222222 0.22222222 0.22222222 0. 0.11111111],"i think if it's, uh, if it's a con-, if it's a convicted, uh, felon on parole uh, and he goes out and, and commits another crime or kills somebody, i, you know, i, i feel the same way,"
97699:27,0.8044444444444445,0.036846913580246915,1.5657092672771376,0.40114269405234393,(1.5657092672771376  0.40114269405234393),[0.81  0.75  0.7  0.87  0.33  1.0  0.94  0.97  0.87],[0.         0.         0.11111111 0.         0.11111111 0.22222222 0.55555556],"and she's just started that like yesterday or the day before,"
46424:21,0.3722222222222222,0.10026172839506171,0.694575795196783,0.8851955983513553,(0.694575795196783  0.8851955983513553),[0.67  0.26  0.51  0.64  0.96  0.17  0.11  0.01  0.02],[0.33333333 0.22222222 0.         0.11111111 0.22222222 0. 0.11111111],"like you take asian countries, or, uh, the eastern countries where women are like in the foreground, uh, in the background and the men are in the foreground ,"
967:82,0.5822222222222222,0.12132839506172838,0.4154915700073072,0.2805021791725326,(0.4154915700073072  0.2805021791725326),[0.71  0.22  0.16  0.53  0.0  0.84  0.94  0.89  0.95],[0.         0.22222222 0.         0.11111111 0.11111111 0.11111111 0.33333333],"um, the, the other side of that might be if, if someone found out something  or surmised something  that  weren't true then i would feel probably more invaded in the gossipy sort of sense."
170868:28,0.36444444444444446,0.1114246913580247,0.5061354313355241,2.421750753383063,(0.5061354313355241  2.421750753383063),[0.0  0.11  0.98  0.54  0.7  0.0  0.39  0.54  0.02],[0.22222222 0.         0.11111111 0.22222222 0.11111111 0. 0.11111111],"if they're associated  with a college or a university, they're usually a pretty good bet."
107871:41,0.44777777777777783,0.08439506172839506,0.7137777244200695,0.5963980645637241,(0.7137777244200695  0.5963980645637241),[0.54  0.28  0.59  0.68  0.77  0.29  0.84  0.01  0.03],[0.22222222 0.11111111 0.11111111 0.11111111 0.22222222 0.22222222 0.        ],"uh, i'm not sure if i'm familiar with that, or not."
83845:40,0.7077777777777778,0.10357283950617285,0.7974451516573999,0.28479059993452527,(0.7974451516573999  0.28479059993452527),[0.52  0.95  0.92  0.94  0.02  0.35  0.96  0.98  0.73],[0.11111111 0.         0.11111111 0.11111111 0.         0.11111111 0.55555556],"how did you put that many miles on it, in, four or five years ."
20556:19,0.6566666666666667,0.09159999999999999,0.5894917993559041,0.2175427363724588,(0.5894917993559041  0.2175427363724588),[0.79  0.53  0.86  0.79  0.88  0.01  0.94  0.27  0.84],[0.11111111 0.11111111 0.         0.11111111 0.         0.33333333 0.33333333],"she was there for two or three years before we got married ."
84819:49,0.6522222222222221,0.12415061728395063,0.6692162356377563,0.39805510391151566,(0.6692162356377563  0.39805510391151566),[0.42  0.24  0.97  1.0  0.0  1.0  0.81  0.5  0.93],[0.         0.11111111 0.11111111 0.11111111 0.         0.11111111 0.44444444],"i mean, in all the tourist brochures you read about what you should  or should not  do ."
1786:119,0.4633333333333333,0.16057777777777776,1.3212130439057037,0.6885606530361095,(1.3212130439057037  0.6885606530361095),[0.05  0.98  0.22  0.59  0.04  0.05  0.27  1.0  0.97],[0.33333333 0.22222222 0.         0.         0.11111111 0. 0.33333333],"i think it's kind of absurd, you know, the fact that, you know, they don't really, they don't really give, you know, the original artist, or the original composer, the credit that  is really due to them."
14875:209,0.4555555555555555,0.10451358024691358,1.125058818825311,0.8467168485863517,(1.125058818825311  0.8467168485863517),[0.2  0.44  0.67  0.39  0.85  0.02  0.99  0.52  0.02],[0.22222222 0.11111111 0.11111111 0.22222222 0.11111111 0.11111111 0.11111111],"but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing,"
14114:23,0.3488888888888889,0.08327654320987656,0.5493772283476068,0.509995567156091,(0.5493772283476068  0.509995567156091),[0.18  0.92  0.34  0.32  0.05  0.78  0.32  0.05  0.18],[0.22222222 0.22222222 0.33333333 0.         0.         0.11111111 0.11111111],"normally i listen to c n n or headline news about an, hour a day,"
39108:72,0.25222222222222224,0.10283950617283949,0.1785164529040137,0.5342563544506218,(0.1785164529040137  0.5342563544506218),[0.05  0.0  0.07  0.07  0.64  0.08  0.23  0.13  1.0],[0.55555556 0.11111111 0.         0.         0.11111111 0. 0.11111111],"i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony."
59303:31,0.1488888888888889,0.020654320987654323,0.7212970058194518,0.9898268267939865,(0.7212970058194518  0.9898268267939865),[0.06  0.44  0.18  0.05  0.02  0.27  0.04  0.0  0.28],[0.44444444 0.33333333 0.         0.11111111 0.         0. 0.        ],"and, if i'd of probably had three or four children, i don't see how  we could have made it, you know, without me working ."
155861:103,0.39444444444444443,0.10298024691358025,0.17217717493770807,0.3145989608875347,(0.17217717493770807  0.3145989608875347),[0.11  0.84  0.19  0.74  0.22  0.2  0.92  0.03  0.3],[0.22222222 0.33333333 0.11111111 0.         0.         0.22222222 0.11111111],"but i, i think that there are, there are advantages to having seniority and, uh, turn-, or, not having a complete turnover every, some small number of years."
50432:162,0.2644444444444444,0.10878024691358024,0.11719608333032933,0.29865896639506645,(0.11719608333032933  0.29865896639506645),[0.21  0.03  0.86  0.0  0.86  0.21  0.01  0.0  0.2],[0.22222222 0.33333333 0.         0.         0.         0. 0.22222222],"it's, it's, uh, there, there is, there is, it 's an overall problem in, in, in this country understanding, uh, foreign cultures, or even accepting them."
34204:16,0.5377777777777778,0.14408395061728393,0.4749508415510259,0.37804175728211786,(0.4749508415510259  0.37804175728211786),[0.17  0.84  0.99  0.01  0.0  1.0  0.75  0.4  0.68],[0.11111111 0.11111111 0.11111111 0.         0.11111111 0.22222222 0.22222222],"it was about four or five years ago."
18501:69,0.5377777777777778,0.15826172839506172,0.4114966049538836,0.3035168627309714,(0.4114966049538836  0.3035168627309714),[0.53  0.98  0.01  0.03  0.69  0.0  0.92  0.68  1.0],[0.22222222 0.         0.         0.11111111 0.22222222 0. 0.33333333],"but, um, the water usage, you know, they try  to limit , even though there's three or four streams that  flow into it,"
9412:60,0.3311111111111111,0.1188320987654321,0.15627950828534098,0.38338646805156285,(0.15627950828534098  0.38338646805156285),[0.07  0.25  0.89  0.15  0.49  0.96  0.04  0.03  0.1],[0.44444444 0.22222222 0.         0.11111111 0.         0. 0.22222222],"it's, it's not, not that it's just hot or dry,"
71322:10,0.34777777777777774,0.12761728395061728,1.310228299362528,0.3944062217502444,(1.310228299362528  0.3944062217502444),[0.01  0.76  0.02  0.12  0.58  0.73  0.03  0.88  0.0],[0.44444444 0.         0.         0.         0.11111111 0.22222222 0.11111111],"in germany or in, in england in some cases people in my income level, at least, allege that they pay up to six-, fifty-five percent of their gross income in taxes."
46192:69,0.4955555555555555,0.12178024691358022,0.6009749789916485,0.4929913445189399,(0.6009749789916485  0.4929913445189399),[0.77  0.01  0.17  0.88  0.37  0.58  0.01  0.98  0.69],[0.22222222 0.11111111 0.11111111 0.         0.22222222 0.11111111 0.22222222],"but then at the ver-, in the fourth quarter they'd let them get up there either with them or, you know, right ahead of them."
104214:48,0.13,0.012799999999999999,0.3169300287563378,0.3718674025912112,(0.3169300287563378  0.3718674025912112),[0.0  0.25  0.05  0.09  0.31  0.24  0.02  0.2  0.01],[0.44444444 0.33333333 0.11111111 0.         0.         0. 0.        ],"so, um, i always think it's a nice break from the traditional organ or piano."
23449:67,0.6511111111111112,0.0812320987654321,0.8614747955065569,0.3333546528683472,(0.8614747955065569  0.3333546528683472),[0.08  0.95  0.77  0.95  0.74  0.81  0.73  0.59  0.24],[0.11111111 0.11111111 0.         0.         0.11111111 0.44444444 0.22222222],"and maybe instead of, of, uh, just kind of blowing it off just spend a day or a day and a half like most folks do, maybe we should commit  to spend a week,"
106806:20,0.56,0.08088888888888889,1.120650615934716,0.5953031443304708,(1.120650615934716  0.5953031443304708),[0.84  0.36  0.48  0.27  0.78  0.75  0.67  0.0  0.89],[0.         0.11111111 0.11111111 0.11111111 0.11111111 0.33333333 0.11111111],"we would go down two or three hours on the weekends,"
156143:17,0.4911111111111111,0.12225432098765435,0.7345712356767251,0.6249402500000216,(0.7345712356767251  0.6249402500000216),[0.53  0.7  0.0  0.47  0.88  0.7  1.0  0.02  0.12],[0.22222222 0.         0.         0.22222222 0.22222222 0. 0.22222222],"i also read one or two papers a day."
56988:61,0.47333333333333333,0.09364444444444443,1.07676919923514,0.6859010104200507,(1.07676919923514  0.6859010104200507),[0.06  0.97  0.1  0.18  0.42  0.87  0.49  0.67  0.5],[0.22222222 0.11111111 0.11111111 0.22222222 0.11111111 0. 0.22222222],"perhaps that would be a solution if they were required  to vote at least for their first three or four years after they become of voting age. required  to register and vote for four years,"
76508:96,0.3088888888888889,0.1307432098765432,0.15165314307610905,0.3620857744694279,(0.15165314307610905  0.3620857744694279),[0.06  0.0  0.15  0.37  0.25  0.91  0.99  0.04  0.01],[0.33333333 0.22222222 0.11111111 0.         0.         0. 0.22222222],"they seem  to be burdening the school system more and more with problems, any problems that a child might have , whether it's actually a school related thing or not."
362:41:00,0.43666666666666665,0.1250888888888889,0.43052843284621534,0.5322132233575401,(0.43052843284621534  0.5322132233575401),[0.12  0.0  0.78  0.5  0.9  0.33  0.05  0.26  0.99],[0.22222222 0.11111111 0.11111111 0.11111111 0.         0.11111111 0.22222222],"that's just a matter of defining priorities, i guess or some priorities anyway."
134089:60,0.2544444444444444,0.039269135802469136,0.8524212010169173,0.6984910776235598,(0.8524212010169173  0.6984910776235598),[0.13  0.32  0.26  0.29  0.15  0.02  0.26  0.75  0.11],[0.33333333 0.33333333 0.22222222 0.         0.         0.11111111 0.        ],"and they do post, uh, uh, warnings for people who  have, uh, heart diseases or respiratory problems during that summer season."
134876:74,0.40888888888888886,0.06336543209876544,0.7945849889333644,2.830123577998753,(0.7945849889333644  2.830123577998753),[0.43  0.61  0.11  0.88  0.55  0.17  0.06  0.34  0.53],[0.22222222 0.11111111 0.11111111 0.33333333 0.11111111 0. 0.11111111],"well, i took a lot of time in  choosing this site because the, the house has no heating or air conditioning."
168438:37,0.3111111111111111,0.13507654320987653,0.2307684252088804,0.4835923714868937,(0.2307684252088804  0.4835923714868937),[0.09  1.0  0.49  0.0  0.85  0.02  0.0  0.01  0.34],[0.33333333 0.         0.11111111 0.11111111 0.         0.11111111 0.11111111],"i've never had a, a punishment or a, a crime like a murder touch my immediate family"
67486:48,0.6233333333333334,0.1356888888888889,0.18693695056712323,0.09573233906057443,(0.18693695056712323  0.09573233906057443),[0.87  0.84  0.1  0.89  0.89  0.78  0.01  1.0  0.23],[0.22222222 0.11111111 0.         0.         0.         0.22222222 0.44444444],"i mean, around texas, you, you got about five or six,"
132536:65,0.3911111111111111,0.09103209876543211,1.201345491328146,0.9310437592024111,(1.201345491328146  0.9310437592024111),[0.78  0.7  0.27  0.15  0.78  0.17  0.0  0.6  0.07],[0.11111111 0.33333333 0.         0.         0.22222222 0.22222222 0.        ],"i remember every time, it seems like, we turned around , they're adding another nickel or a few more cents onto the price of gasoline."
94853:37,0.29666666666666663,0.11202222222222222,0.11859842508039675,0.20710582565307267,(0.11859842508039675  0.20710582565307267),[0.87  0.01  0.0  0.08  0.74  0.02  0.22  0.66  0.07],[0.44444444 0.11111111 0.         0.         0.11111111 0.11111111 0.11111111],"you know, i wonder if that's a root problem or not,"
121188:35,0.8066666666666666,0.04804444444444444,1.5201806529290391,0.33572385477544014,(1.5201806529290391  0.33572385477544014),[0.68  1.0  0.85  0.26  0.77  0.83  0.99  0.88  1.0],[0.         0.11111111 0.         0.         0.11111111 0.33333333 0.44444444],"it's what they've done  in the spring or the fall."
151762:61,0.4888888888888888,0.1444098765432099,0.21558150993429848,0.2312311316893776,(0.21558150993429848  0.2312311316893776),[0.1  0.83  0.12  1.0  0.89  0.78  0.11  0.0  0.57],[0.33333333 0.         0.         0.11111111 0.         0.22222222 0.22222222],"it's burned  so completely, that you don't have any, uh, nitrous oxides, uh, or oxides of nitrogen, uh, to, uh, form  because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out before long it's gone ."
122735:37,0.7022222222222223,0.08108395061728395,2.8500960188359366,0.6883328927013297,(2.8500960188359366  0.6883328927013297),[0.73  0.61  0.74  0.67  0.96  0.99  0.99  0.62  0.01],[0.11111111 0.         0.         0.         0.33333333 0.22222222 0.33333333],"and the other schools were built  back in maybe the fifties or early sixties."
51633:46,0.24000000000000002,0.06517777777777779,0.09617592873338966,0.3021639142368787,(0.09617592873338966  0.3021639142368787),[0.11  0.02  0.02  0.12  0.18  0.16  0.76  0.14  0.65],[0.55555556 0.22222222 0.         0.         0.11111111 0.11111111 0.        ],"it 's hard to tell how much  has been that or how much  is just her."
170660:30,0.5122222222222222,0.12526172839506175,0.5328542858241242,0.5941698281846814,(0.5328542858241242  0.5941698281846814),[0.5  0.18  0.98  1.0  0.0  0.25  0.28  0.49  0.93],[0.         0.33333333 0.         0.22222222 0.         0. 0.33333333],"and that's happened to me more than once or twice. jus-, just, just about every time i've went in somewhere ."
1131:129,0.45333333333333337,0.07248888888888888,0.645705258460568,0.8925730815030422,(0.645705258460568  0.8925730815030422),[0.56  0.73  0.02  0.24  0.99  0.52  0.35  0.34  0.33],[0.11111111 0.11111111 0.33333333 0.22222222 0.         0.11111111 0.11111111],"are th-, are there any other specific things that, that you feel like, where, where you feel your privacy to be invaded  on a day-to-day basis or either on a growing frequency ."
99525:67,0.4655555555555556,0.11524691358024691,0.6762686888577172,0.6392094118010839,(0.6762686888577172  0.6392094118010839),[0.15  0.32  0.97  0.05  0.0  0.9  0.68  0.66  0.46],[0.11111111 0.11111111 0.11111111 0.11111111 0.22222222 0. 0.22222222],"and so they suggested that i might want a smaller school because i was used to a lot of one-on-one uh, or small group situations."
126314:48,0.672222222222222,0.11301728395061729,0.41031157463453793,0.15346866977662327,(0.41031157463453793  0.15346866977662327),[0.95  0.0  0.15  0.88  0.78  0.96  0.93  0.63  0.77],[0.         0.11111111 0.         0.         0.11111111 0.22222222 0.44444444],"well, i either,  teeing off i either slice it or i hook it ever single time"
14463:19,0.5755555555555554,0.11955802469135803,0.446689439929178,0.2752936440013283,(0.446689439929178  0.2752936440013283),[0.62  0.81  0.22  0.83  0.9  0.68  0.06  1.0  0.06],[0.22222222 0.11111111 0.         0.         0.22222222 0.22222222 0.22222222],"and then they won five or six in a row."
23317:39,0.6288888888888889,0.0462320987654321,0.7746617217649296,0.45269195905184567,(0.7746617217649296  0.45269195905184567),[0.58  0.79  0.56  0.64  0.82  0.27  0.87  0.29  0.84],[0.         0.11111111 0.11111111 0.11111111 0.22222222 0.33333333 0.11111111],"i guess the schools will get into it, too, sooner or later."
85977:40,0.2944444444444445,0.06166913580246913,0.2746393560280555,0.3320252525750622,(0.2746393560280555  0.3320252525750622),[0.67  0.41  0.03  0.08  0.17  0.55  0.14  0.0  0.6],[0.33333333 0.11111111 0.11111111 0.11111111 0.22222222 0. 0.        ],"i, i don't judge any war as good or bad,"
163526:49,0.791111111111111,0.039720987654320986,1.1900009534106974,0.4558729621374619,(1.1900009534106974  0.4558729621374619),[0.37  0.73  0.55  0.84  0.88  0.81  0.97  0.97  1.0],[0.         0.         0.11111111 0.11111111 0.         0.33333333 0.44444444],"and the poor president has, has  to, uh, either accept or reject the whole thing."
72570:97,0.3277777777777778,0.09286172839506172,0.20740659482867008,0.4849636322991522,(0.20740659482867008  0.4849636322991522),[0.13  0.02  0.27  0.84  0.46  0.06  0.86  0.2  0.11],[0.44444444 0.22222222 0.         0.11111111 0.         0.11111111 0.11111111],"and, um, i like  to read books on improve, like family, marriage, you know, things that  are written  by like christian authors or, um, doctors about family and, you know, how to improve your home  and all that kind of thing."
39729:68,0.5033333333333334,0.07131111111111112,0.8172200369924973,0.8829909310405804,(0.8172200369924973  0.8829909310405804),[0.78  0.14  0.35  0.8  0.49  0.92  0.38  0.14  0.53],[0.22222222 0.         0.22222222 0.22222222 0.         0.22222222 0.11111111],"but usually if i'm, if i'm, if i take a day off or on the weekend especially, i try  to cook, real, real food."
129837:27,0.7366666666666668,0.05877777777777778,0.9651419145442255,0.42089788810663553,(0.9651419145442255  0.42089788810663553),[0.49  0.96  0.76  0.87  0.24  1.0  0.54  0.91  0.86],[0.         0.11111111 0.         0.22222222 0.         0.11111111 0.55555556],"and just depending on whether you say yes or no, uh, you, you can give him capital punishment"
43156:41,0.48999999999999994,0.12975555555555554,0.3176791686939142,0.3173961958206287,(0.3176791686939142  0.3173961958206287),[0.6  0.98  0.17  0.9  0.0  0.11  0.15  0.82  0.68],[0.11111111 0.22222222 0.         0.         0.22222222 0.11111111 0.22222222],"basically, i like  to mow the lawn, believe it or not,"
31499:38,0.1922222222222222,0.06357283950617285,0.25185752072889345,0.6895407310696329,(0.25185752072889345  0.6895407310696329),[0.04  0.06  0.18  0.0  0.07  0.54  0.09  0.0  0.75],[0.44444444 0.11111111 0.         0.11111111 0.         0.11111111 0.        ],"but, um, in many, many cases whether or not an individual has a problem with drugs, it's not even going  to effect anybody but his, uh, you know, himself and his own family, perhaps, um, depending on the kind of drug he might be on ."
137591:36,0.49888888888888894,0.06976543209876541,1.543728224955014,0.6076430121605793,(1.543728224955014  0.6076430121605793),[0.54  0.03  0.53  0.84  0.9  0.35  0.68  0.28  0.34],[0.11111111 0.11111111 0.22222222 0.22222222 0.11111111 0.11111111 0.11111111],"they've won, like, i think  six or seven in a row now,"
146529:68,0.08,0.006844444444444443,0.5730392988583128,1.4208840617966354,(0.5730392988583128  1.4208840617966354),[0.12  0.0  0.0  0.06  0.07  0.08  0.07  0.03  0.29],[0.66666667 0.         0.11111111 0.         0.         0. 0.        ],"i would find it  very difficult, uh, to, uh, place eit-, my father or my step-mother uh, in a place like that. particularly, since i know how they feel about it ."
94497:68,0.5133333333333333,0.15884444444444445,1.7578973181848627,0.44328297076954815,(1.7578973181848627  0.44328297076954815),[0.63  0.97  0.0  0.04  0.32  0.01  0.78  0.9  0.97],[0.22222222 0.         0.11111111 0.         0.11111111 0.11111111 0.33333333],"and this has been going on at least, uh, i would say, at least twenty-five years or thirty, something like that."
