Item,Mean,Var,Alpha,Beta,Beta_Params,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
95313:117,0.3622222222222222,0.10866172839506172,0.3405159837204031,0.4669511641604809,(0.3405159837204031  0.4669511641604809),[0.79346604 0.14696248],[0.06225298333974599  0.09966875216242053],[0.87  0.04  0.22  0.84  0.0  0.23  0.01  0.67  0.38],[0.22222222 0.22222222 0.11111111 0.         0.11111111 0.11111111 0.11111111],"and he said, mom, i don't like that man, said, he took me by the head and dunked my head under the water and told me i had  to get my face wet or i'd never swim."
93711:49,0.2722222222222222,0.10661728395061729,0.35777968638163876,0.9419471784867485,(0.35777968638163876  0.9419471784867485),[0.11133863 0.83408588],[0.08325122897563157  0.11061863576285876],[0.23  0.99  0.0  0.18  0.68  0.31  0.01  0.05  0.0],[0.22222222 0.22222222 0.11111111 0.         0.11111111 0. 0.11111111],"you may meet people, you know, thirty years older  than you, or younger,"
51368:32,0.6133333333333333,0.11053333333333332,0.8873408542820009,0.4100654942306315,(0.8873408542820009  0.4100654942306315),[0.77570811 0.04499874],[0.10697360184107295  0.03182766217730072],[0.54  0.82  0.74  0.09  0.71  0.66  0.0  0.99  0.97],[0.11111111 0.         0.         0.11111111 0.22222222 0.22222222 0.22222222],"i mean, i've been to like thirty or forty games each of the last few years."
48909:46,0.40888888888888886,0.14825432098765431,-1.8512432760316333e-06,-1.3884237127616247e-06,(-1.8512432760316333e-06  -1.3884237127616247e-06),[0.07       0.83250001],[0.04123711981533086  0.05621277481162186],[0.15  0.85  0.04  0.91  0.13  0.02  0.7  0.87  0.01],[0.44444444 0.11111111 0.         0.         0.11111111 0.11111111 0.22222222],"and you can, probably spend, uh, a lot of time, uh, or maybe eventually, uh, just waiting it out,"
103268:112,0.8966666666666667,0.018866666666666664,0.9992421943060907,0.1869070567177183,(0.9992421943060907  0.1869070567177183),[0.94125001 0.54000002],[0.04084688949285881  0.0007071067811865475],[0.98  0.87  0.54  1.0  1.0  0.85  0.92  1.0  0.91],[0.         0.         0.         0.11111111 0.         0.11111111 0.77777778],"but, uh, during the week they often have, a, a limited menu choice but, uh, very reasonable complete dinners for six ninety-nine that  included the soup an-, or salad entrees and accompaniments and dessert"
22485:34,0.5477777777777777,0.12335061728395062,0.4972824894570533,0.40475738884612067,(0.4972824894570533  0.40475738884612067),[0.90287269 0.26690757],[0.04363838227289559  0.14014841702936282],[0.82  0.37  0.28  0.88  0.92  0.02  0.99  0.56  0.09],[0.22222222 0.11111111 0.11111111 0.11111111 0.         0.11111111 0.33333333],"i usually ended  snagging my, uh, fishing partners or the trees along the bank."
106103:34,0.6177777777777778,0.17830617283950617,0.12895218036240175,0.07150063264733156,(0.12895218036240175  0.07150063264733156),[0.91166667 0.03      ],[0.061025494638515976  0.0300083333680092],[0.0  0.0  0.83  0.8  1.0  0.85  0.99  0.09  1.0],[0.11111111 0.         0.         0.         0.         0.33333333 0.33333333],"and he left it up to me if i worked or not."
119232:80,0.3655555555555556,0.08820246913580247,0.8497756994409091,0.8122114489557206,(0.8497756994409091  0.8122114489557206),[0.49207627 0.03642115],[0.17844429993877145  0.031744043277064836],[0.0  0.32  0.77  0.11  0.31  0.35  0.51  0.02  0.9],[0.22222222 0.         0.33333333 0.11111111 0.         0.11111111 0.11111111],"i'm not, you know, i have a problem, uh, with whether it's going  to work or not, you know,"
129876:44,0.68875,0.1198484375,0.4234226045406756,0.24335246195257326,(0.4234226045406756  0.24335246195257326),[0.3344983  0.97082875],[0.14711978964458536  0.025662058692017417],[0.29  0.18  0.98  0.93  0.04  0.99  0.48  0.99  0.88  0.53  0.98  1.0  0.61  0.99  0.16  0.99],[0.0625 0.125  0.0625 0.125  0.0625 0.     0.5625],"i mean, i don't know whether i'd stay in prison or not."
47298:37,0.6077777777777776,0.13139506172839507,0.3752956995142038,0.22532386934374438,(0.3752956995142038  0.22532386934374438),[0.91002044 0.23058764],[0.03033903092204307  0.13564990318338938],[0.96  0.35  0.86  0.03  0.9  0.87  0.96  0.06  0.48],[0.22222222 0.         0.11111111 0.11111111 0.         0. 0.55555556],"and then the nights are reasonably warm, you know, sixties or seventies."
59539:31,0.7033333333333333,0.0750888888888889,1.052163933089932,0.23208988974231573,(1.052163933089932  0.23208988974231573),[0.29971664 0.83021689],[0.19866774400682163  0.05730836872532045],[0.74  0.82  0.51  0.77  0.77  0.81  0.93  0.01  0.97],[0.11111111 0.         0.         0.11111111 0.         0.55555556 0.22222222],"like you said if you had four kids, or even if you had two kids, you would be paying all your salary  to pay for those two kids to go."
155861:103,0.39444444444444443,0.10298024691358025,0.17217717493770807,0.3145989608875347,(0.17217717493770807  0.3145989608875347),[0.175      0.83333333],[0.060384879176273075  0.05207313355205205],[0.11  0.84  0.19  0.74  0.22  0.2  0.92  0.03  0.3],[0.22222222 0.33333333 0.11111111 0.         0.         0.22222222 0.11111111],"but i, i think that there are, there are advantages to having seniority and, uh, turn-, or, not having a complete turnover every, some small number of years."
111321:31,0.67625,0.0997359375,1.0701406049218818,0.5301399627168666,(1.0701406049218818  0.5301399627168666),[0.84041218 0.30081724],[0.12559670264409495  0.16293933190701554],[0.6  0.91  0.98  0.54  0.05  0.93  0.61  1.0  0.1  0.77  0.99  0.61  0.51  0.98  1.0  0.24],[0.125  0.0625 0.     0.125  0.1875 0.0625 0.4375],"but a lot of their classes there were only eight or ten children in their classes."
91239:28,0.41555555555555557,0.11329135802469135,0.15251779797147536,0.1785789255808257,(0.15251779797147536  0.1785789255808257),[0.122  0.7825],[0.058210822657562056  0.04510959119250767],[0.86  0.24  0.83  0.01  0.73  0.05  0.15  0.71  0.16  0.86  0.24  0.83  0.01  0.73  0.05  0.15  0.71  0.16],[0.22222222 0.33333333 0.         0.         0.11111111 0.22222222 0.11111111],"would you, uh, advise a private school, or a public school,"
21448:96,0.33444444444444443,0.08684691358024692,0.46577126114724277,0.5843672672603422,(0.46577126114724277  0.5843672672603422),[0.71577273 0.14359234],[0.09725307190636627  0.07630651184473454],[0.0  0.74  0.17  0.54  0.28  0.02  0.87  0.26  0.13],[0.22222222 0.33333333 0.         0.11111111 0.         0.11111111 0.11111111],"and and, well, of course, another one of their mistakes, i think , is they have a tendency  to change characters, or to change the characters', uh, uh, personalities well, especially after they get married ."
18197:49,0.26555555555555554,0.05806913580246915,0.5481068262226758,2.436222785088324,(0.5481068262226758  2.436222785088324),[0.10596397 0.47249637],[0.055573220914058724  0.1573360043607849],[0.0  0.08  0.45  0.81  0.41  0.19  0.26  0.06  0.13],[0.33333333 0.22222222 0.11111111 0.11111111 0.         0.11111111 0.        ],"um, where you live  is there a real high, uh, alkaline  or ash  content."
7449:24:00,0.6766666666666665,0.09235555555555557,1.825142474960011,0.6044078408448603,(1.825142474960011  0.6044078408448603),[0.81259118 0.20366186],[0.11327843944116833  0.13493329621253702],[0.72  0.93  0.58  1.0  0.36  1.0  0.02  0.68  0.8],[0.11111111 0.         0.11111111 0.         0.22222222 0.22222222 0.33333333],"and whether you vote for one person or the other person, the issues is what, you know, what you believe in ,"
46782:51,0.21000000000000002,0.06364444444444445,0.12071384483920423,0.3176552617084538,(0.12071384483920423  0.3176552617084538),[0.08       0.66499999],[0.05099509765590455  0.03182765165566102],[0.62  0.05  0.17  0.0  0.0  0.04  0.11  0.71  0.19],[0.33333333 0.22222222 0.         0.         0.22222222 0. 0.        ],"i mean it looks, i guess, kind of like, uh, the chevy aerostar or arrow,"
175996:35,0.38222222222222224,0.10688395061728395,0.5068847926557289,0.6577418684000774,(0.5068847926557289  0.6577418684000774),[0.11504962 0.71013699],[0.08274841193568475  0.11428989515884318],[0.24  0.55  0.58  0.0  0.81  0.92  0.07  0.0  0.27],[0.11111111 0.22222222 0.         0.11111111 0.11111111 0.11111111 0.11111111],"and, uh, my mother hardly ever spent anything on herself or on the house."
18182:39,0.3888888888888889,0.133120987654321,1.5035070365140462,0.8047309943836574,(1.5035070365140462  0.8047309943836574),[0.072      0.78499995],[0.02506990249208685  0.08810798612220587],[0.87  0.57  0.11  0.84  0.06  0.86  0.1  0.08  0.01],[0.55555556 0.         0.         0.11111111 0.         0.11111111 0.22222222],"i mean just, just scratching two or three inches was just a chore."
122265:57,0.5644444444444444,0.12140246913580247,0.39901528905533834,0.3560738931860979,(0.39901528905533834  0.3560738931860979),[0.20013752 0.8559517 ],[0.0745603604568942  0.09611331741657898],[0.19  0.33  0.62  0.88  0.81  1.0  0.24  0.97  0.04],[0.11111111 0.22222222 0.11111111 0.         0.11111111 0.11111111 0.33333333],"and, and when you're on a conversation  instead of  walking off or just making themselves busy, they'll stand there and listen to what you say  until you hang up."
18419:16,0.46888888888888886,0.13129876543209876,0.10643496233731609,0.18545041312762345,(0.10643496233731609  0.18545041312762345),[0.22       0.96666668],[0.07257524603699596  0.024047403246810317],[0.17  0.29  0.2  0.1  0.41  1.0  0.15  0.98  0.92],[0.11111111 0.33333333 0.22222222 0.         0.         0. 0.33333333],"they have about two or three acres of land on lake front property, on a, on the side of a hill."
27828:55,0.3055555555555555,0.12455802469135802,0.11612533552478836,0.24562520716721137,(0.11612533552478836  0.24562520716721137),[0.06832881 0.77983399],[0.03147628870408416  0.1268306684306128],[0.12  0.94  0.12  0.01  0.87  0.53  0.09  0.02  0.05],[0.66666667 0.         0.         0.11111111 0.         0. 0.22222222],"our generation was, uh, so in tuned to music of that time that we identify goodness or badness  with, uh, things now with the music that 's behinds them."
92652:59,0.6711111111111111,0.09958765432098766,0.5633184651463313,0.2741562615858526,(0.5633184651463313  0.2741562615858526),[0.87995752 0.26474498],[0.06430068070790486  0.11677635182508302],[0.84  0.44  0.89  0.9  0.98  0.06  0.96  0.27  0.7],[0.11111111 0.11111111 0.         0.11111111 0.11111111 0.11111111 0.44444444],"it looks like, it looks like it might be one of these seven or eight year run things. where you kind of can spend your whole career on one show ."
106806:20,0.56,0.08088888888888889,1.120650615934716,0.5953031443304708,(1.120650615934716  0.5953031443304708),[0.78985982 0.29966222],[0.052328450943037716  0.1390784133531221],[0.84  0.36  0.48  0.27  0.78  0.75  0.67  0.0  0.89],[0.         0.11111111 0.11111111 0.11111111 0.11111111 0.33333333 0.11111111],"we would go down two or three hours on the weekends,"
105465:58,0.47555555555555556,0.16193580246913583,0.12590163427526738,0.1300655127430509,(0.12590163427526738  0.1300655127430509),[0.124      0.91500001],[0.0749166208365507  0.03691882798693514],[0.89  0.07  0.31  0.0  0.16  0.91  0.08  1.0  0.86],[0.22222222 0.11111111 0.11111111 0.         0.         0. 0.44444444],"to learn the maneuvers you had to make  to work your way down a lake or work back up against the, the wind, as it were,  tacking back and forth"
152640:26,0.45444444444444443,0.11371358024691358,0.1630735696248531,0.17178556408970713,(0.1630735696248531  0.17178556408970713),[0.162      0.82000001],[0.07738540864492487  0.01324764557692111],[0.31  0.13  0.8  0.27  0.85  0.06  0.04  0.82  0.81],[0.33333333 0.11111111 0.11111111 0.         0.         0.44444444 0.        ],"and when you send it to washington or send it to your state capitol , uh, a lot of it stays there"
72704:22,0.6133333333333334,0.1749777777777778,0.13618851937794527,0.07523994300639403,(0.13618851937794527  0.07523994300639403),[0.03333333 0.90333333],[0.013352069870641472  0.07067492472482716],[0.02  0.75  0.95  0.06  0.78  1.0  0.02  0.99  0.95],[0.33333333 0.         0.         0.         0.         0.22222222 0.44444444],"i'll stay up until two or three o'clock in the morning, you know, because i'm so engrossed in it"
110657:88,0.18444444444444447,0.05629135802469135,0.05140278728177092,0.1431550122197413,(0.05140278728177092  0.1431550122197413),[0.06 0.62],[0.036456432312968745  0.0071063284917469004],[0.17  0.01  0.07  0.05  0.05  0.07  0.0  0.61  0.63],[0.55555556 0.11111111 0.         0.         0.22222222 0. 0.        ],"i just, i just don't think there's a place in our environment, you know in the work force for drugs, or alcohol either."
81549:27,0.5377777777777779,0.05550617283950618,1.3515020370350963,0.6169541021350986,(1.3515020370350963  0.6169541021350986),[0.4359963  0.90021579],[0.10861168250393989  0.021224437653285792],[0.93  0.48  0.87  0.45  0.41  0.6  0.14  0.62  0.34],[0.11111111 0.         0.22222222 0.22222222 0.22222222 0. 0.22222222],"because we saw it, probably, four or five months ago."
102453:33,0.7444444444444446,0.06431358024691358,0.4840832424816056,0.17880617546394767,(0.4840832424816056  0.17880617546394767),[0.87285713 0.29500001],[0.06032641667182618  0.0459673833687012],[0.36  0.76  0.89  0.99  0.89  0.95  0.74  0.89  0.23  0.36  0.76  0.89  0.99  0.89  0.95  0.74  0.89  0.23],[0.         0.11111111 0.11111111 0.         0.         0.22222222 0.55555556],"do you usually go out, uh, with the children or without them."
19641:195,0.588888888888889,0.09280987654320988,0.4607252280949403,0.3361022370505685,(0.4607252280949403  0.3361022370505685),[0.84398544 0.27014524],[0.058982452245429966  0.0926727302882692],[1.0  0.75  0.83  0.24  0.83  0.48  0.24  0.12  0.81],[0.11111111 0.22222222 0.         0.11111111 0.         0.44444444 0.11111111],"and, uh, the last, uh, i'm embarrassed  to say the last, you know, honest to gosh, cover to cover book that i read , i can not, right offhand, i tried  to read, uh, one of the, the michener, uh, lone star or the, the texas history book."
173993:39,0.2,0.027244444444444446,0.3634840544912777,0.4189589635193568,(0.3634840544912777  0.4189589635193568),[0.33777345 0.0274445 ],[0.0519192747975904  0.02310824170045094],[0.0  0.28  0.24  0.08  0.41  0.0  0.43  0.03  0.33],[0.22222222 0.22222222 0.22222222 0.11111111 0.         0. 0.        ],"but if you have a problem with what we did  or how we did it , you can always come back and talk to me about it."
171214:55,0.31666666666666665,0.08628888888888889,0.47945690115735773,0.7667772775162858,(0.47945690115735773  0.7667772775162858),[0.52759421 0.03968485],[0.15563885032140634  0.02051596708750499],[0.27  0.08  0.86  0.54  0.05  0.36  0.03  0.0  0.66],[0.33333333 0.11111111 0.11111111 0.11111111 0.11111111 0. 0.11111111],"the trials are held  by a panel of three, uh, three or four judges who  are,"
79226:143,0.8333333333333334,0.08937777777777776,0.1473982151040707,0.021664682773940125,(0.1473982151040707  0.021664682773940125),[0.93750001 0.        ],[0.038044389036847516  0.0007071067811865475],[0.0  0.83  0.89  0.98  1.0  0.91  0.98  0.97  0.94],[0.         0.         0.         0.         0.         0.11111111 0.77777778],"but see they're trying  to find an excuse  not to deal with what, you know, the issues that people really want  to know about , because on those issues you have  to say yes or no."
25318:34,0.4788888888888889,0.11436543209876543,0.6814326299133028,0.6131348715031961,(0.6814326299133028  0.6131348715031961),[0.05332185 0.69117323],[0.017651575738423176  0.13360163948939294],[0.51  0.06  0.75  0.51  0.08  0.52  0.02  0.93  0.93],[0.33333333 0.         0.         0.33333333 0.         0.11111111 0.22222222],"i don't like it when it's too cool or too warm ."
19349:75,0.43111111111111117,0.15798765432098763,1.3573833319649449,0.922211373924636,(1.3573833319649449  0.922211373924636),[0.09199456 0.85497338],[0.07076902261467861  0.09884665241740556],[0.67  0.01  0.17  0.03  0.25  0.98  0.77  0.0  1.0],[0.22222222 0.22222222 0.         0.         0.11111111 0.11111111 0.22222222],"it 's easy to believe that they were probably more  forced  into a pact than, uh, a volunteer or willingness to join."
166635:51,0.62,0.09211111111111112,0.8440407053832005,0.342106598945469,(0.8440407053832005  0.342106598945469),[0.80344164 0.25784563],[0.07317244844887551  0.1661791542482616],[0.83  0.52  0.83  0.85  0.69  0.0  0.21  0.96  0.69],[0.         0.11111111 0.         0.11111111 0.22222222 0.33333333 0.11111111],"but, uh, i don't know if that's been challenged  in the courts or not."
76699:90,0.3511111111111111,0.07560987654320989,0.5702650389165376,0.6844913826662925,(0.5702650389165376  0.6844913826662925),[0.17356412 0.70570394],[0.07325381003501699  0.09080763419233408],[0.31  0.71  0.06  0.55  0.2  0.02  0.19  0.26  0.86],[0.22222222 0.33333333 0.11111111 0.11111111 0.11111111 0. 0.11111111],"if we see a child that we have any reason, that 's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around. we've, there are certain things to do ."
33245:36,0.3577777777777778,0.039417283950617284,7.1422032933128285,16.74193133728499,(7.1422032933128285  16.74193133728499),[0.41597177 0.28823236],[0.15238774300246624  0.10521018899525908],[0.15  0.44  0.38  0.3  0.77  0.42  0.45  0.02  0.29],[0.11111111 0.11111111 0.44444444 0.22222222 0.         0.11111111 0.        ],"we we tried  to be fancier or more courses than the other."
26390:57,0.4066666666666666,0.15137777777777783,-4.02661988542988e-05,-3.177986946661482e-05,(-4.02661988542988e-05  -3.177986946661482e-05),[0.066      0.83250001],[0.06254997861814057  0.04700930952262693],[0.92  0.79  0.0  0.24  0.87  0.01  0.75  0.04  0.04],[0.33333333 0.11111111 0.         0.         0.         0.22222222 0.22222222],"well, ford's done a real good job  in the last, uh, say, ten years or at least the last five to te-, six years, so, of  really turning around their, um, quality, i think , um."
82982:71,0.29444444444444445,0.08484691358024692,0.22845376755400493,0.3998372440543919,(0.22845376755400493  0.3998372440543919),[0.09998945 0.68322738],[0.055681150656015664  0.08757236744053544],[0.21  0.15  0.01  0.07  0.51  0.0  0.79  0.16  0.75],[0.22222222 0.33333333 0.         0.11111111 0.         0.22222222 0.        ],"and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care."
95903:41,0.3,0.0709111111111111,0.26791464495639855,0.3895300603583767,(0.26791464495639855  0.3895300603583767),[0.12166811 0.65666706],[0.06824784502236768  0.04055788836190019],[0.0  0.59  0.17  0.02  0.28  0.65  0.73  0.09  0.17],[0.22222222 0.33333333 0.         0.         0.22222222 0.11111111 0.        ],"however, this isn't a problem that we have  either alcohol or drug,"
156479:48,0.44333333333333336,0.09960000000000002,0.6295503561262863,2.3185803363436808,(0.6295503561262863  2.3185803363436808),[0.56986787 0.        ],[0.1672131803438856  0.0007071067811865475],[0.6  0.8  0.3  1.0  0.0  0.0  0.41  0.34  0.54],[0.         0.         0.33333333 0.11111111 0.11111111 0.11111111 0.11111111],"i, i don't trust myself with  using a calculator or computer, y-, too much stuff like that because i want  to make sure that, that i, i keep on top of the numbers and understand what 's going on."
73520:26,0.3044444444444444,0.056269135802469145,0.6957630524205448,0.5738491423289359,(0.6957630524205448  0.5738491423289359),[0.15718355 0.6080843 ],[0.06746217199723789  0.09114525765758515],[0.43  0.0  0.25  0.12  0.71  0.68  0.15  0.13  0.27],[0.22222222 0.33333333 0.         0.11111111 0.22222222 0. 0.        ],"they are not all things to all people or all children."
108224:44,0.44555555555555554,0.084958024691358,0.8462326116476346,0.7405889660144874,(0.8462326116476346  0.7405889660144874),[0.72428144 0.21407349],[0.11289645840571483  0.09011964654743312],[0.72  0.68  0.19  0.97  0.36  0.03  0.57  0.15  0.34  0.72  0.68  0.19  0.97  0.36  0.03  0.57  0.15  0.34],[0.11111111 0.22222222 0.22222222 0.11111111 0.11111111 0.11111111 0.11111111],"but then we're back to being warmer than normal this week, or last week,"
119300:32,0.38875000000000004,0.12994843749999999,0.32238895664555106,0.4703637011322273,(0.32238895664555106  0.4703637011322273),[0.81384165 0.12811289],[0.11411658110681609  0.08640038557494004],[0.38  0.18  0.23  0.02  0.05  0.02  0.59  0.01  0.89  0.8  0.99  0.28  0.66  0.99  0.09  0.04],[0.375  0.1875 0.0625 0.     0.125  0.0625 0.1875],"i'll probably always have a place here in richardson or dallas."
173565:96,0.4566666666666667,0.11377777777777778,0.47891103587821915,0.5970096403862166,(0.47891103587821915  0.5970096403862166),[0.23677313 0.89669126],[0.10641635950315621  0.05365068161360501],[0.25  1.0  0.19  0.87  0.82  0.36  0.0  0.47  0.15],[0.         0.33333333 0.11111111 0.11111111 0.         0.11111111 0.22222222],"uh, you know, we've had, i guess , laws against, uh, you know, various other forms of drugs for the last what sixty or seventy years, i guess."
8525:52:00,0.8177777777777779,0.011839506172839501,0.6847454578283587,0.7152037846217913,(0.6847454578283587  0.7152037846217913),[0.95335769 0.7504096 ],[0.008847042723192044  0.04457521911997198],[0.71  0.83  0.95  0.73  0.97  0.76  0.82  0.65  0.94],[0.         0.         0.         0.         0.22222222 0.44444444 0.33333333],"so, uh, what  happens is you pay six hundred dollars at the beginning or even before school starts."
165043:58,0.44222222222222224,0.1386617283950617,0.32367069672372517,0.38047534611563183,(0.32367069672372517  0.38047534611563183),[0.74967309 0.05748334],[0.1343151493403635  0.01896479185492871],[0.03  0.99  0.8  0.04  0.53  0.1  0.06  0.53  0.9],[0.44444444 0.         0.         0.22222222 0.         0.11111111 0.22222222],"the, the days of don't buy a car made on a monday or a friday are pretty much going away."
156317:102,0.4577777777777778,0.14501728395061728,0.34656328554175686,0.42111428401828965,(0.34656328554175686  0.42111428401828965),[0.07461856 0.74981383],[0.05042205977865074  0.16506265229329417],[0.47  0.53  0.04  0.06  0.96  0.2  0.01  1.0  0.85],[0.33333333 0.11111111 0.         0.22222222 0.         0.11111111 0.22222222],"all we, all i do  is, uh, keep a list of things like debts that  are outstanding and every two or three months update that and every once in a while make a list of what we spent  that month,"
40595:16,0.3289473684210526,0.07589362880886426,0.7381134900889179,1.7973090979483057,(0.7381134900889179  1.7973090979483057),[0.08708937 0.59256613],[0.038230508039330514  0.1053053746052873],[0.59  0.02  0.14  0.08  0.67  0.43  0.89  0.09  0.67  0.45  0.41  0.2  0.04  0.07  0.59  0.02  0.14  0.08  0.67],[0.47368421 0.05263158 0.05263158 0.10526316 0.26315789 0. 0.05263158],"it took us two or three different people  to find,"
55495:27,0.3177777777777779,0.05730617283950618,0.5680624302020268,1.6194140173272076,(0.5680624302020268  1.6194140173272076),[0.7052717  0.20783395],[0.03889696037066981  0.09491626954147657],[0.38  0.4  0.76  0.11  0.65  0.0  0.14  0.22  0.2],[0.22222222 0.22222222 0.22222222 0.         0.11111111 0.11111111 0.        ],"and no one is staring at anybody else or worrying about what anything else is doing ."
163526:49,0.791111111111111,0.039720987654320986,1.1900009534106974,0.4558729621374619,(1.1900009534106974  0.4558729621374619),[0.46358257 0.88602291],[0.06721350333022527  0.0652681276966208],[0.37  0.73  0.55  0.84  0.88  0.81  0.97  0.97  1.0],[0.         0.         0.11111111 0.11111111 0.         0.33333333 0.44444444],"and the poor president has, has  to, uh, either accept or reject the whole thing."
162444:31,0.26333333333333336,0.05740000000000001,0.74697376104031,0.6935147347419042,(0.74697376104031  0.6935147347419042),[0.81       0.19500093],[0.0007071067811865475  0.10618742531021708],[0.81  0.45  0.15  0.1  0.11  0.23  0.09  0.01  0.42],[0.44444444 0.22222222 0.11111111 0.11111111 0.         0.11111111 0.        ],"uh, d c around here stands for drug capital or death capital."
151803:31,0.4833333333333333,0.12415555555555555,0.309978752404751,0.4411576471207471,(0.309978752404751  0.4411576471207471),[0.25000719 0.95000063],[0.10536979897594555  0.026466956956051425],[0.43  0.44  0.07  0.28  1.0  0.94  0.2  0.91  0.08],[0.22222222 0.22222222 0.         0.22222222 0.         0. 0.33333333],"and during the summer we camp, uh, two or three weeks a year."
162268:64,0.5333333333333334,0.06186666666666666,0.741499492729812,0.25624191294542,(0.741499492729812  0.25624191294542),[0.10002733 0.65714483],[0.07075334131343554  0.062077242138850165],[0.75  0.77  0.73  0.52  0.2  0.64  0.0  0.61  0.58],[0.         0.11111111 0.         0.11111111 0.33333333 0.33333333 0.        ],"and, the best thing, and a lot of the stuff, the best thing is like four years or five years, it's pretty soon, you're completely vested  in the retirement plan and everything,"
70072:47,0.4211111111111111,0.13738765432098765,0.2063455597273936,0.23721604459080797,(0.2063455597273936  0.23721604459080797),[0.73394586 0.02999465],[0.11396975604102665  0.025988478548155718],[0.65  0.03  0.91  0.82  0.0  0.83  0.09  0.0  0.46],[0.22222222 0.         0.         0.11111111 0.11111111 0.22222222 0.11111111],"and i think we got the same thing in the forecast for the next two or three days."
91368:81,0.6355555555555555,0.11118024691358025,0.5212208454697965,0.27462737957449845,(0.5212208454697965  0.27462737957449845),[0.85507399 0.19751471],[0.07718149835037441  0.10302328007426509],[0.79  0.08  0.11  0.81  0.4  0.68  0.98  0.99  0.88],[0.22222222 0.         0.11111111 0.         0.11111111 0.22222222 0.33333333],"um,. i think it depends on if you want  to be a, if you want a regional job or a national job,"
31268:79,0.31222222222222223,0.10023950617283948,0.14742645425116935,0.3605154270508417,(0.14742645425116935  0.3605154270508417),[0.15142857 0.875     ],[0.07731785807254034  0.031827672723883885],[0.14  0.0  0.38  0.19  0.14  0.92  0.07  0.14  0.83],[0.44444444 0.11111111 0.11111111 0.         0.         0.11111111 0.11111111],"the people that  took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable."
105500:23,0.5977777777777777,0.13939506172839508,0.40525602030502783,0.24916503027860815,(0.40525602030502783  0.24916503027860815),[0.90694698 0.21783385],[0.05412385526132706  0.1443575676330333],[0.96  0.88  0.77  0.5  0.93  0.29  0.99  0.01  0.05],[0.22222222 0.         0.11111111 0.11111111 0.         0.11111111 0.44444444],"i guess i was seven or eight years old."
160000:141,0.15222222222222226,0.03357283950617284,0.23681110386206453,0.655149939018276,(0.23681110386206453  0.655149939018276),[0.06142817 0.46998841],[0.050210082823991614  0.0424510827180239],[0.2  0.41  0.53  0.12  0.0  0.0  0.08  0.0  0.03],[0.33333333 0.11111111 0.11111111 0.11111111 0.         0. 0.        ],"and, uh, i guess, uh, first and foremost, it, really it's a question of what  the student wants  to have  in the way of a career and then, uh, uh, which colleges or universities  can best offer that program,"
57971:96,0.6266666666666666,0.07633333333333331,2.4098803287669655,0.8258896992269074,(2.4098803287669655  0.8258896992269074),[0.42940257 0.83286708],[0.16825470423770372  0.0829094075874202],[0.06  0.55  0.74  0.71  0.35  0.51  1.0  0.89  0.83],[0.11111111 0.         0.11111111 0.22222222 0.11111111 0.22222222 0.22222222],"and he did pull out before it got any further than that where, where it would have turned into more of a police action. uh, or more of a political action i guess,  you getting into their governmental affairs which you really can't do  as, as another country."
37241:60,0.3877777777777778,0.1513283950617284,1.1722016089834164,0.7843209443538559,(1.1722016089834164  0.7843209443538559),[0.80247019 0.05599873],[0.11945649293596801  0.03086251790544839],[0.07  0.55  0.01  0.11  0.09  0.0  0.9  1.0  0.76],[0.44444444 0.         0.         0.11111111 0.         0.11111111 0.22222222],"but when i run into people that, you know,  just have recently had babies or have very young children and are working full time , i, there's almost a, uh, friction between us."
129802:73,0.5711111111111111,0.04354320987654321,0.20777450268782538,3.6673434285115856,(0.20777450268782538  3.6673434285115856),[0.91456134 0.49355187],[0.07522188900636972  0.09531207858552063],[0.29  0.59  0.79  0.48  0.61  0.54  1.0  0.53  0.31],[0.         0.         0.22222222 0.33333333 0.22222222 0.11111111 0.11111111],"well, they can't, they can, i think  in the punishment phase but not in the guilt or innocence because he hasn't been, he hasn't been found  guilty of it."
137234:56,0.5433333333333333,0.19204444444444443,0.17246807552164933,0.14203505317273973,(0.17246807552164933  0.14203505317273973),[0.07000039 0.9220001 ],[0.08573578484260598  0.07515646896622474],[0.0  0.0  0.91  0.28  1.0  1.0  0.98  0.0  0.72],[0.         0.11111111 0.         0.         0.         0.11111111 0.44444444],"this summer we went to, uh, the smokey mountain national park. and, uh, stayed about three or four days in there."
24807:72,0.22578947368421057,0.10089806094182827,0.19774777501078872,0.6358384455442057,(0.19774777501078872  0.6358384455442057),[0.92666666 0.094375  ],[0.0366734889821663  0.07049152050519834],[0.89  0.03  0.0  0.07  0.19  0.0  0.29  0.03  0.05  0.01  0.14  0.09  1.0  0.32  0.89  0.03  0.0  0.07  0.19],[0.47368421 0.10526316 0.10526316 0.         0.         0. 0.15789474],"or if you're going  to go the science route you can go to a target school that  specializes in science or art."
